"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	383320	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	3153	8719044	39.7	36.2
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	14371	19550032	57.5	73.5
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	347200	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	5716	7713239	103.1	74.1
	"Lung and Bronchus"	"22030"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	20072	19047574	99.2	105.4
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	42287	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	47348	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Female"	"F"	"White"	"2106-3"	2329	3842520	46.5	60.6
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	38890	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	67798	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"South Dakota"	"46"	"Male"	"M"	"White"	"2106-3"	3144	3816061	74.9	82.4
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	85	405867	34.2	20.9
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	2065	4500918	56.0	45.9
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	16084	20350537	62.2	79.0
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	82	371888	48.7	22.0
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	2870	4022793	111.8	71.3
	"Lung and Bronchus"	"22030"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	21986	19620058	105.1	112.1
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	883	5709736	26.8	15.5
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	7442	18930941	52.7	39.3
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	62308	124597860	50.7	50.0
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1142	5496184	44.0	20.8
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	11787	17672800	117.4	66.7
	"Lung and Bronchus"	"22030"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	81408	123786510	83.0	65.8
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	65	509711	24.3	12.8
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	23	184856	38.0	12.4
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	2840	15180034	22.9	18.7
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	75	483697	37.3	15.5
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	38	235104	55.1	16.2
	"Lung and Bronchus"	"22030"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	3941	15272989	37.5	25.8
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	52895	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	36846	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Female"	"F"	"White"	"2106-3"	2868	3981674	59.0	72.0
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	43614	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	45600	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	3272	3849478	82.8	85.0
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	372	2049031	27.7	18.2
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	3320	7437235	50.0	44.6
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	17157	25869681	56.0	66.3
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	415	1862911	40.6	22.3
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	4665	6804050	99.7	68.6
	"Lung and Bronchus"	"22030"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	20423	25350854	82.8	80.6
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	851	3368532	33.4	25.3
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	515	1642644	57.9	31.4
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	23826	35294820	60.0	67.5
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1009	2971798	59.8	34.0
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	806	1865321	97.6	43.2
	"Lung and Bronchus"	"22030"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	25330	35136796	77.4	72.1
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	16	84296	32.0	19.0
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	226	407105	52.9	55.5
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	11095	11588707	70.4	95.7
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	78570	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	352	445284	110.8	79.1
	"Lung and Bronchus"	"22030"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	14466	11079503	113.9	130.6
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	94	795144	27.0	11.8
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	1007	2393258	68.9	42.1
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	20679	32753416	51.6	63.1
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	85	772473	36.4	11.0
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	1383	2284836	132.9	60.5
	"Lung and Bronchus"	"22030"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	24658	32217093	75.2	76.5
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	33023	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	33155	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Female"	"F"	"White"	"2106-3"	1622	3198299	45.6	50.7
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	26288	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	43802	Suppressed	Suppressed
	"Lung and Bronchus"	"22030"	"Wyoming"	"56"	"Male"	"M"	"White"	"2106-3"	1931	3286940	61.2	58.7
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	320483	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	61	7866002	0.9	0.8
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	4116	20181987	17.8	20.4
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	298622	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	47	6843834	1.0	0.7
	"Melanoma of the Skin"	"25010"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	5999	19486260	29.0	30.8
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	281548	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Female"	"F"	"Black or African American"	"2054-5"	0	177009	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Female"	"F"	"White"	"2106-3"	371	2987209	13.4	12.4
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	255851	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	201330	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Alaska"	"02"	"Male"	"M"	"White"	"2106-3"	464	3297822	15.8	14.1
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1165180	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1548071	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	4729	33111269	13.2	14.3
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1054658	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1683233	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	7667	32852345	23.0	23.3
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	201219	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	2369184	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	1710	11702933	12.7	14.6
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	184781	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	2140382	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	2497	11395424	20.4	21.9
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	336	33023849	1.0	1.0
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	133	17285540	0.9	0.8
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	32540	179093638	17.8	18.2
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	324	30349252	1.3	1.1
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	119	16750683	1.0	0.7
	"Melanoma of the Skin"	"25010"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	47919	180118309	30.4	26.6
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	989465	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1344573	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	5409	27437536	19.1	19.7
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	869388	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1463809	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	7004	27691573	28.3	25.3
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	818243	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Female"	"F"	"Black or African American"	"2054-5"	24	2600498	1.2	0.9
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	4858	19869290	20.8	24.4
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	786212	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Male"	"M"	"Black or African American"	"2054-5"	26	2370109	1.9	1.1
	"Melanoma of the Skin"	"25010"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	6208	18836257	30.7	33.0
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	169669	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1243727	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Female"	"F"	"White"	"2106-3"	1047	4204706	21.5	24.9
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	158200	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1117794	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	1576	4013576	35.4	39.3
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	129268	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Female"	"F"	"Black or African American"	"2054-5"	19	1985307	0.8	1.0
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Female"	"F"	"White"	"2106-3"	166	1239751	12.8	13.4
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	100183	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	18	1652044	1.2	1.1
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	"Male"	"M"	"White"	"2106-3"	244	1244686	22.4	19.6
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	42	3029035	1.6	1.4
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Female"	"F"	"Black or African American"	"2054-5"	203	19240263	1.3	1.1
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	19315	94168990	16.1	20.5
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30	2659377	1.6	1.1
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Male"	"M"	"Black or African American"	"2054-5"	135	17861137	1.3	0.8
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	30635	90701923	26.9	33.8
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	17	1830996	1.4	0.9
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	141	18818616	1.0	0.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	9054	38589303	22.1	23.5
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1748288	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	123	16705197	1.4	0.7
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	12413	38427644	34.9	32.3
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	156	6236232	2.2	2.5
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	179818	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Female"	"F"	"White"	"2106-3"	1051	1903357	45.7	55.2
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	183	5903372	3.1	3.1
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Male"	"M"	"Black or African American"	"2054-5"	0	252999	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	"Male"	"M"	"White"	"2106-3"	1950	2207496	79.0	88.3
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	143664	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Female"	"F"	"Black or African American"	"2054-5"	0	66305	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Female"	"F"	"White"	"2106-3"	1724	8921871	19.2	19.3
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	125045	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	85193	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	"Male"	"M"	"White"	"2106-3"	2527	8969713	30.2	28.2
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3710831	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	110	13438855	0.9	0.8
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Female"	"F"	"White"	"2106-3"	10242	66112731	14.3	15.5
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3520181	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	76	11887774	1.0	0.6
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	"Male"	"M"	"White"	"2106-3"	13415	64642622	21.6	20.8
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	621027	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Female"	"F"	"Black or African American"	"2054-5"	34	3979092	1.1	0.9
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Female"	"F"	"White"	"2106-3"	5839	36811749	14.8	15.9
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	594701	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	26	3682158	1.0	0.7
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	"Male"	"M"	"White"	"2106-3"	7416	35731578	21.4	20.8
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	325118	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	542173	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Female"	"F"	"White"	"2106-3"	3641	18681169	17.7	19.5
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	320085	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	596889	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	"Male"	"M"	"White"	"2106-3"	4410	18087559	23.2	24.4
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	440005	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1155713	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Female"	"F"	"White"	"2106-3"	3023	16307887	17.3	18.5
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	417532	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1184566	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	"Male"	"M"	"White"	"2106-3"	4107	15942426	26.0	25.8
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	313047	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Female"	"F"	"Black or African American"	"2054-5"	20	2218546	1.1	0.9
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Female"	"F"	"White"	"2106-3"	5248	25152002	19.0	20.9
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	287898	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	23	2147110	1.6	1.1
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	"Male"	"M"	"White"	"2106-3"	6827	24207196	28.5	28.2
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	453221	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Female"	"F"	"Black or African American"	"2054-5"	83	10009225	1.0	0.8
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Female"	"F"	"White"	"2106-3"	2852	19157719	13.4	14.9
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	450899	0.0	0.0
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	69	9016919	1.3	0.8
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	"Male"	"M"	"White"	"2106-3"	4305	18616296	23.0	23.1
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	94163	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	83956	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Female"	"F"	"White"	"2106-3"	1796	8473210	18.0	21.2
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	74899	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	106786	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	"Male"	"M"	"White"	"2106-3"	2292	8077168	25.5	28.4
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	17	1870832	0.9	0.9
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Female"	"F"	"Black or African American"	"2054-5"	100	10732486	1.1	0.9
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Female"	"F"	"White"	"2106-3"	5619	21837793	22.9	25.7
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1715297	Suppressed	Suppressed
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Male"	"M"	"Black or African American"	"2054-5"	88	9380024	1.4	0.9
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	"Male"	"M"	"White"	"2106-3"	7620	21086879	34.7	36.1
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	29	2170570	1.8	1.3
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	"Female"	"F"	"Black or African American"	"2054-5"	27	3264611	1.1	0.8
